crop_name,image_path,class_id,class_name
04db66ab-f810-478c-b70f-c213c69c32e6_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/04db66ab-f810-478c-b70f-c213c69c32e6_2.jpg,9,walk2
05493a59-30df-4aee-8470-34dd99ae8a90_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/05493a59-30df-4aee-8470-34dd99ae8a90_0.jpg,1,jump
05493a59-30df-4aee-8470-34dd99ae8a90_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/05493a59-30df-4aee-8470-34dd99ae8a90_1.jpg,1,jump
05493a59-30df-4aee-8470-34dd99ae8a90_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/05493a59-30df-4aee-8470-34dd99ae8a90_2.jpg,2,prone
05c63761-fd8d-4134-99e9-5f0dee969277_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/05c63761-fd8d-4134-99e9-5f0dee969277_0.jpg,9,walk2
05c63761-fd8d-4134-99e9-5f0dee969277_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/05c63761-fd8d-4134-99e9-5f0dee969277_1.jpg,1,jump
05c63761-fd8d-4134-99e9-5f0dee969277_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/05c63761-fd8d-4134-99e9-5f0dee969277_2.jpg,2,prone
0611cb07-aa50-4768-a96d-b96f784d18cb_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0611cb07-aa50-4768-a96d-b96f784d18cb_0.jpg,9,walk2
0611cb07-aa50-4768-a96d-b96f784d18cb_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0611cb07-aa50-4768-a96d-b96f784d18cb_1.jpg,1,jump
0611cb07-aa50-4768-a96d-b96f784d18cb_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0611cb07-aa50-4768-a96d-b96f784d18cb_2.jpg,2,prone
061449b2-79a0-4382-a529-fa3100ebdb25_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/061449b2-79a0-4382-a529-fa3100ebdb25_0.jpg,8,walk1
061449b2-79a0-4382-a529-fa3100ebdb25_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/061449b2-79a0-4382-a529-fa3100ebdb25_1.jpg,2,prone
061449b2-79a0-4382-a529-fa3100ebdb25_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/061449b2-79a0-4382-a529-fa3100ebdb25_2.jpg,5,stand1
07988806-c316-4365-8d06-22c4a4c3feb2_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/07988806-c316-4365-8d06-22c4a4c3feb2_0.jpg,1,jump
07988806-c316-4365-8d06-22c4a4c3feb2_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/07988806-c316-4365-8d06-22c4a4c3feb2_1.jpg,0,fly
07988806-c316-4365-8d06-22c4a4c3feb2_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/07988806-c316-4365-8d06-22c4a4c3feb2_2.jpg,0,fly
079d6587-43a4-43c1-ae4e-c7c64184cdf0_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/079d6587-43a4-43c1-ae4e-c7c64184cdf0_0.jpg,1,jump
079d6587-43a4-43c1-ae4e-c7c64184cdf0_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/079d6587-43a4-43c1-ae4e-c7c64184cdf0_1.jpg,1,jump
079d6587-43a4-43c1-ae4e-c7c64184cdf0_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/079d6587-43a4-43c1-ae4e-c7c64184cdf0_2.jpg,1,jump
08a2ee39-f9d9-4aee-a50e-a968913ec455_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/08a2ee39-f9d9-4aee-a50e-a968913ec455_0.jpg,0,fly
08a2ee39-f9d9-4aee-a50e-a968913ec455_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/08a2ee39-f9d9-4aee-a50e-a968913ec455_1.jpg,1,jump
08a2ee39-f9d9-4aee-a50e-a968913ec455_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/08a2ee39-f9d9-4aee-a50e-a968913ec455_2.jpg,0,fly
09875e97-1e71-42a6-b449-710989283c31_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/09875e97-1e71-42a6-b449-710989283c31_0.jpg,4,stabO1
09875e97-1e71-42a6-b449-710989283c31_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/09875e97-1e71-42a6-b449-710989283c31_1.jpg,8,walk1
09875e97-1e71-42a6-b449-710989283c31_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/09875e97-1e71-42a6-b449-710989283c31_2.jpg,3,shoot1
099af8c2-39a1-4b14-9bf3-8a10d634501d_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/099af8c2-39a1-4b14-9bf3-8a10d634501d_0.jpg,4,stabO1
099af8c2-39a1-4b14-9bf3-8a10d634501d_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/099af8c2-39a1-4b14-9bf3-8a10d634501d_1.jpg,0,fly
099af8c2-39a1-4b14-9bf3-8a10d634501d_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/099af8c2-39a1-4b14-9bf3-8a10d634501d_2.jpg,7,swingO1
0a38cb0b-932d-4cd1-8203-cb525a9ef52c_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0a38cb0b-932d-4cd1-8203-cb525a9ef52c_0.jpg,8,walk1
0a38cb0b-932d-4cd1-8203-cb525a9ef52c_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0a38cb0b-932d-4cd1-8203-cb525a9ef52c_1.jpg,0,fly
0a38cb0b-932d-4cd1-8203-cb525a9ef52c_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0a38cb0b-932d-4cd1-8203-cb525a9ef52c_2.jpg,2,prone
0a6e47a2-370f-430e-a0df-ce7e8d0ae9ba_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0a6e47a2-370f-430e-a0df-ce7e8d0ae9ba_0.jpg,9,walk2
0a6e47a2-370f-430e-a0df-ce7e8d0ae9ba_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0a6e47a2-370f-430e-a0df-ce7e8d0ae9ba_1.jpg,9,walk2
0a6e47a2-370f-430e-a0df-ce7e8d0ae9ba_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0a6e47a2-370f-430e-a0df-ce7e8d0ae9ba_2.jpg,6,stand2
0ab4b092-3677-4bb4-b5b9-88a6f6020a5b_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0ab4b092-3677-4bb4-b5b9-88a6f6020a5b_0.jpg,1,jump
0ab4b092-3677-4bb4-b5b9-88a6f6020a5b_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0ab4b092-3677-4bb4-b5b9-88a6f6020a5b_1.jpg,6,stand2
0ab4b092-3677-4bb4-b5b9-88a6f6020a5b_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0ab4b092-3677-4bb4-b5b9-88a6f6020a5b_2.jpg,3,shoot1
0b2a36f2-bc5c-4471-8aad-137109b41b46_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0b2a36f2-bc5c-4471-8aad-137109b41b46_0.jpg,2,prone
0b2a36f2-bc5c-4471-8aad-137109b41b46_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0b2a36f2-bc5c-4471-8aad-137109b41b46_1.jpg,1,jump
0b2a36f2-bc5c-4471-8aad-137109b41b46_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0b2a36f2-bc5c-4471-8aad-137109b41b46_2.jpg,9,walk2
0b6b6cce-0b37-4dd9-9dbc-e189cd129971_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0b6b6cce-0b37-4dd9-9dbc-e189cd129971_0.jpg,4,stabO1
0b6b6cce-0b37-4dd9-9dbc-e189cd129971_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0b6b6cce-0b37-4dd9-9dbc-e189cd129971_1.jpg,9,walk2
0b6b6cce-0b37-4dd9-9dbc-e189cd129971_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0b6b6cce-0b37-4dd9-9dbc-e189cd129971_2.jpg,6,stand2
0bb002ff-f8f4-438e-b4f8-25e55b08a1c7_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0bb002ff-f8f4-438e-b4f8-25e55b08a1c7_0.jpg,1,jump
0bb002ff-f8f4-438e-b4f8-25e55b08a1c7_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0bb002ff-f8f4-438e-b4f8-25e55b08a1c7_1.jpg,7,swingO1
0bb002ff-f8f4-438e-b4f8-25e55b08a1c7_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0bb002ff-f8f4-438e-b4f8-25e55b08a1c7_2.jpg,1,jump
0bd7f565-18a1-4680-b36a-38cf8006cdfa_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0bd7f565-18a1-4680-b36a-38cf8006cdfa_0.jpg,1,jump
0bd7f565-18a1-4680-b36a-38cf8006cdfa_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0bd7f565-18a1-4680-b36a-38cf8006cdfa_1.jpg,1,jump
0bd7f565-18a1-4680-b36a-38cf8006cdfa_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0bd7f565-18a1-4680-b36a-38cf8006cdfa_2.jpg,6,stand2
0c3de796-5deb-492b-8383-25d4792320d2_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0c3de796-5deb-492b-8383-25d4792320d2_0.jpg,1,jump
0c3de796-5deb-492b-8383-25d4792320d2_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0c3de796-5deb-492b-8383-25d4792320d2_1.jpg,6,stand2
0c3de796-5deb-492b-8383-25d4792320d2_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0c3de796-5deb-492b-8383-25d4792320d2_2.jpg,2,prone
0d09a487-eb34-4183-b8de-f686375dcad8_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0d09a487-eb34-4183-b8de-f686375dcad8_0.jpg,3,shoot1
0d09a487-eb34-4183-b8de-f686375dcad8_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0d09a487-eb34-4183-b8de-f686375dcad8_1.jpg,1,jump
0d09a487-eb34-4183-b8de-f686375dcad8_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0d09a487-eb34-4183-b8de-f686375dcad8_2.jpg,8,walk1
0e0e66e0-6f5b-4ae8-8f3d-4aae620dad31_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0e0e66e0-6f5b-4ae8-8f3d-4aae620dad31_0.jpg,4,stabO1
0e0e66e0-6f5b-4ae8-8f3d-4aae620dad31_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0e0e66e0-6f5b-4ae8-8f3d-4aae620dad31_1.jpg,4,stabO1
0e0e66e0-6f5b-4ae8-8f3d-4aae620dad31_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0e0e66e0-6f5b-4ae8-8f3d-4aae620dad31_2.jpg,7,swingO1
0e1a144a-76d1-4280-aad7-89a78f652351_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0e1a144a-76d1-4280-aad7-89a78f652351_0.jpg,1,jump
0e1a144a-76d1-4280-aad7-89a78f652351_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0e1a144a-76d1-4280-aad7-89a78f652351_1.jpg,2,prone
0e1a144a-76d1-4280-aad7-89a78f652351_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0e1a144a-76d1-4280-aad7-89a78f652351_2.jpg,6,stand2
0e6ae414-33e6-475b-8604-c18337a1e819_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0e6ae414-33e6-475b-8604-c18337a1e819_0.jpg,8,walk1
0e6ae414-33e6-475b-8604-c18337a1e819_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0e6ae414-33e6-475b-8604-c18337a1e819_1.jpg,2,prone
0e6ae414-33e6-475b-8604-c18337a1e819_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0e6ae414-33e6-475b-8604-c18337a1e819_2.jpg,7,swingO1
0ecb84a8-5ce4-411a-86f9-3740e9851eeb_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0ecb84a8-5ce4-411a-86f9-3740e9851eeb_0.jpg,6,stand2
0ecb84a8-5ce4-411a-86f9-3740e9851eeb_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0ecb84a8-5ce4-411a-86f9-3740e9851eeb_1.jpg,0,fly
0ecb84a8-5ce4-411a-86f9-3740e9851eeb_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0ecb84a8-5ce4-411a-86f9-3740e9851eeb_2.jpg,2,prone
0ff12c07-01e6-4eba-92da-bf25d839e2de_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0ff12c07-01e6-4eba-92da-bf25d839e2de_0.jpg,8,walk1
0ff12c07-01e6-4eba-92da-bf25d839e2de_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0ff12c07-01e6-4eba-92da-bf25d839e2de_1.jpg,6,stand2
0ff12c07-01e6-4eba-92da-bf25d839e2de_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/0ff12c07-01e6-4eba-92da-bf25d839e2de_2.jpg,1,jump
106da495-b2a4-4fbb-8829-7d840e6b6f9f_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/106da495-b2a4-4fbb-8829-7d840e6b6f9f_0.jpg,8,walk1
106da495-b2a4-4fbb-8829-7d840e6b6f9f_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/106da495-b2a4-4fbb-8829-7d840e6b6f9f_1.jpg,8,walk1
106da495-b2a4-4fbb-8829-7d840e6b6f9f_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/106da495-b2a4-4fbb-8829-7d840e6b6f9f_2.jpg,1,jump
11465972-517d-4e5a-bd71-8f61700d5c4c_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/11465972-517d-4e5a-bd71-8f61700d5c4c_0.jpg,6,stand2
11465972-517d-4e5a-bd71-8f61700d5c4c_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/11465972-517d-4e5a-bd71-8f61700d5c4c_1.jpg,1,jump
11465972-517d-4e5a-bd71-8f61700d5c4c_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/11465972-517d-4e5a-bd71-8f61700d5c4c_2.jpg,0,fly
1243b79d-fd33-47b7-badc-0fd5a8b6ac77_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/1243b79d-fd33-47b7-badc-0fd5a8b6ac77_0.jpg,9,walk2
1243b79d-fd33-47b7-badc-0fd5a8b6ac77_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/1243b79d-fd33-47b7-badc-0fd5a8b6ac77_1.jpg,3,shoot1
1243b79d-fd33-47b7-badc-0fd5a8b6ac77_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/1243b79d-fd33-47b7-badc-0fd5a8b6ac77_2.jpg,0,fly
12547bf6-a12c-4ea8-ba92-4164327996b6_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/12547bf6-a12c-4ea8-ba92-4164327996b6_0.jpg,1,jump
12547bf6-a12c-4ea8-ba92-4164327996b6_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/12547bf6-a12c-4ea8-ba92-4164327996b6_1.jpg,4,stabO1
12547bf6-a12c-4ea8-ba92-4164327996b6_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/12547bf6-a12c-4ea8-ba92-4164327996b6_2.jpg,5,stand1
1281f37c-d14e-46d8-90f2-b6f28bcd7d48_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/1281f37c-d14e-46d8-90f2-b6f28bcd7d48_0.jpg,8,walk1
1281f37c-d14e-46d8-90f2-b6f28bcd7d48_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/1281f37c-d14e-46d8-90f2-b6f28bcd7d48_1.jpg,6,stand2
1281f37c-d14e-46d8-90f2-b6f28bcd7d48_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/1281f37c-d14e-46d8-90f2-b6f28bcd7d48_2.jpg,8,walk1
12ad6ab9-1543-45bc-a13e-bdff33e160a9_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/12ad6ab9-1543-45bc-a13e-bdff33e160a9_0.jpg,1,jump
12ad6ab9-1543-45bc-a13e-bdff33e160a9_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/12ad6ab9-1543-45bc-a13e-bdff33e160a9_1.jpg,8,walk1
12ad6ab9-1543-45bc-a13e-bdff33e160a9_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/12ad6ab9-1543-45bc-a13e-bdff33e160a9_2.jpg,2,prone
13960038-1a2c-41c8-a659-b4831c114c3a_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/13960038-1a2c-41c8-a659-b4831c114c3a_0.jpg,0,fly
13960038-1a2c-41c8-a659-b4831c114c3a_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/13960038-1a2c-41c8-a659-b4831c114c3a_1.jpg,1,jump
13960038-1a2c-41c8-a659-b4831c114c3a_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/13960038-1a2c-41c8-a659-b4831c114c3a_2.jpg,3,shoot1
13d347fc-b8b1-46e2-8996-1858d3db99b9_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/13d347fc-b8b1-46e2-8996-1858d3db99b9_0.jpg,0,fly
13d347fc-b8b1-46e2-8996-1858d3db99b9_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/13d347fc-b8b1-46e2-8996-1858d3db99b9_1.jpg,3,shoot1
13d347fc-b8b1-46e2-8996-1858d3db99b9_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/13d347fc-b8b1-46e2-8996-1858d3db99b9_2.jpg,6,stand2
14dda23b-f66b-4982-adbf-0d3ee388005d_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/14dda23b-f66b-4982-adbf-0d3ee388005d_0.jpg,3,shoot1
14dda23b-f66b-4982-adbf-0d3ee388005d_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/14dda23b-f66b-4982-adbf-0d3ee388005d_1.jpg,5,stand1
14dda23b-f66b-4982-adbf-0d3ee388005d_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/14dda23b-f66b-4982-adbf-0d3ee388005d_2.jpg,3,shoot1
1678a473-415a-4e9c-af4a-c8efc2210220_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/1678a473-415a-4e9c-af4a-c8efc2210220_0.jpg,2,prone
1678a473-415a-4e9c-af4a-c8efc2210220_1.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/1678a473-415a-4e9c-af4a-c8efc2210220_1.jpg,7,swingO1
1678a473-415a-4e9c-af4a-c8efc2210220_2.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/1678a473-415a-4e9c-af4a-c8efc2210220_2.jpg,2,prone
1854e40d-7bbd-44c1-9a24-f51dfd0fe23c_0.jpg,/home/ssy/maple-vision-search/data/processed/temp_crop/1854e40d-7bbd-44c1-9a24-f51dfd0fe23c_0.jpg,7,swingO1
